course_id,student_id,score,group_no,dept_no
15B002,15B028,90,15,B
15B002,15B029,88,15,B
15B002,15B030,81,15,B
15B002,15B031,89,15,B
15B002,15B032,90,15,B
15B002,15B033,72,15,B
15B002,15B034,93,15,B
15B002,15B035,90,15,B
15B002,15B036,87,15,B
15B002,15B037,90,15,B
15B002,15B038,71,15,B
15B002,15B039,78,15,B
15B002,15B040,78,15,B
15B002,15B041,86,15,B
15B002,15B042,72,15,B
15B002,15B043,95,15,B
15B002,15B044,89,15,B
15B002,15B045,70,15,B
15B002,15B046,78,15,B
15B002,15B047,98,15,B
15B002,15B048,91,15,B
15B002,15B049,80,15,B
15B002,15B050,91,15,B
15B003,15B001,81,15,B
15B003,15B002,71,15,B
15B003,15B003,92,15,B
15B003,15B004,87,15,B
15B003,15B005,70,15,B
15B003,15B006,71,15,B
15B003,15B007,73,15,B
15B003,15B008,94,15,B
15B003,15B009,73,15,B
15B003,15B010,83,15,B
15B003,15B011,78,15,B
15B003,15B012,70,15,B
15B003,15B013,77,15,B
15B003,15B014,71,15,B
15B003,15B015,86,15,B
15B003,15B016,70,15,B
15B003,15B017,87,15,B
15B003,15B018,90,15,B
15B003,15B019,90,15,B
15B003,15B020,85,15,B
15B003,15B021,92,15,B
15B003,15B022,89,15,B
15B003,15B023,71,15,B
15B003,15B024,95,15,B
15B003,15B025,73,15,B
15B003,15B026,77,15,B
15B003,15B027,93,15,B
15B003,15B028,90,15,B
15B003,15B029,93,15,B
15B003,15B030,85,15,B
15B003,15B031,96,15,B
15B003,15B032,81,15,B
15B003,15B033,79,15,B
15B003,15B034,92,15,B
15B003,15B035,85,15,B
15B003,15B036,80,15,B
15B003,15B037,97,15,B
15B003,15B038,81,15,B
15B003,15B039,72,15,B
15B003,15B040,77,15,B
15B003,15B041,72,15,B
15B003,15B042,89,15,B
15B003,15B043,74,15,B
15B003,15B044,84,15,B
15B003,15B045,78,15,B
15B003,15B046,84,15,B
15B003,15B047,88,15,B
15B003,15B048,88,15,B
15B003,15B049,85,15,B
15B003,15B050,89,15,B
15B004,15B001,76,15,B
15B004,15B002,76,15,B
15B004,15B003,82,15,B
15B004,15B004,91,15,B
15B004,15B005,77,15,B
15B004,15B006,80,15,B
15B004,15B007,71,15,B
15B004,15B008,89,15,B
15B004,15B009,99,15,B
15B004,15B010,85,15,B
15B004,15B011,86,15,B
15B004,15B012,85,15,B
15B004,15B013,76,15,B
15B004,15B014,88,15,B
15B004,15B015,73,15,B
15B004,15B016,87,15,B
15B004,15B017,95,15,B
15B004,15B018,78,15,B
15B004,15B019,89,15,B
15B004,15B020,93,15,B
15B004,15B021,75,15,B
15B004,15B022,75,15,B
15B004,15B023,88,15,B
15B004,15B024,86,15,B
15B004,15B025,86,15,B
15B004,15B026,86,15,B
15B004,15B027,89,15,B
15B004,15B028,79,15,B
15B004,15B029,99,15,B
15B004,15B030,99,15,B
15B004,15B031,70,15,B
15B004,15B032,80,15,B
15B004,15B033,73,15,B
15B004,15B034,75,15,B
15B004,15B035,84,15,B
15B004,15B036,75,15,B
15B004,15B037,87,15,B
15B004,15B038,95,15,B
15B004,15B039,82,15,B
15B004,15B040,89,15,B
15B004,15B041,93,15,B
15B004,15B042,75,15,B
15B004,15B043,81,15,B
15B004,15B044,94,15,B
15B004,15B045,87,15,B
15B004,15B046,94,15,B
15B004,15B047,71,15,B
15B004,15B048,71,15,B
15B004,15B049,70,15,B
15B004,15B050,91,15,B
15B005,15B001,82,15,B
15B005,15B002,79,15,B
15B005,15B003,90,15,B
15B005,15B004,92,15,B
15B005,15B005,91,15,B
15B005,15B006,91,15,B
15B005,15B007,86,15,B
15B005,15B008,89,15,B
15B005,15B009,77,15,B
15B005,15B010,88,15,B
15B005,15B011,80,15,B
15B005,15B012,93,15,B
15B005,15B013,95,15,B
15B005,15B014,94,15,B
15B005,15B015,75,15,B
15B005,15B016,75,15,B
15B005,15B017,91,15,B
15B005,15B018,96,15,B
15B005,15B019,97,15,B
15B005,15B020,98,15,B
15B005,15B021,88,15,B
15B005,15B022,70,15,B
15B005,15B023,90,15,B
15B005,15B024,73,15,B
15B005,15B025,89,15,B
15B005,15B026,95,15,B
15B005,15B027,70,15,B
15B005,15B028,92,15,B
15B005,15B029,82,15,B
15B005,15B030,84,15,B
15B005,15B031,93,15,B
15B005,15B032,73,15,B
15B005,15B033,96,15,B
15B005,15B034,77,15,B
15B005,15B035,81,15,B
15B005,15B036,87,15,B
15B005,15B037,97,15,B
15B005,15B038,95,15,B
15B005,15B039,92,15,B
15B005,15B040,80,15,B
15B005,15B041,98,15,B
15B005,15B042,97,15,B
15B005,15B043,82,15,B
15B005,15B044,82,15,B
15B005,15B045,72,15,B
15B005,15B046,73,15,B
15B005,15B047,92,15,B
15B005,15B048,72,15,B
15B005,15B049,94,15,B
15B005,15B050,82,15,B
15C001,15C001,77,15,C
15C001,15C002,85,15,C
15C001,15C003,81,15,C
15C001,15C004,99,15,C
15C001,15C005,96,15,C
15C001,15C006,85,15,C
15C001,15C007,82,15,C
15C001,15C008,83,15,C
15C001,15C009,74,15,C
15C001,15C010,92,15,C
15C001,15C011,87,15,C
15C001,15C012,92,15,C
15C001,15C013,89,15,C
15C001,15C014,78,15,C
15C001,15C015,86,15,C
15C001,15C016,81,15,C
15C001,15C017,91,15,C
15C001,15C018,76,15,C
15C001,15C019,78,15,C
15C001,15C020,83,15,C
15C001,15C021,94,15,C
15C001,15C022,88,15,C
15C001,15C023,77,15,C
15C001,15C024,72,15,C
15C001,15C025,87,15,C
15C001,15C026,73,15,C
15C001,15C027,70,15,C
15C001,15C028,93,15,C
15C001,15C029,88,15,C
15C001,15C030,72,15,C
15C001,15C031,97,15,C
15C001,15C032,74,15,C
15C001,15C033,73,15,C
15C001,15C034,75,15,C
15C001,15C035,79,15,C
15C001,15C036,75,15,C
15C001,15C037,87,15,C
15C001,15C038,74,15,C
15C001,15C039,84,15,C
15C001,15C040,70,15,C
15C001,15C041,95,15,C
15C001,15C042,89,15,C
15C001,15C043,80,15,C
15C001,15C044,73,15,C
15C001,15C045,90,15,C
15C001,15C046,95,15,C
15C001,15C047,84,15,C
15C001,15C048,75,15,C
15C001,15C049,89,15,C
15C001,15C050,74,15,C
15C002,15C001,76,15,C
15C002,15C002,82,15,C
15C002,15C003,93,15,C
15C002,15C004,76,15,C
15C002,15C005,88,15,C
15C002,15C006,82,15,C
15C002,15C007,78,15,C
15C002,15C008,82,15,C
15C002,15C009,80,15,C
15C002,15C010,77,15,C
15C002,15C011,85,15,C
15C002,15C012,95,15,C
15C002,15C013,85,15,C
15C002,15C014,89,15,C
15C002,15C015,88,15,C
15C002,15C016,92,15,C
15C002,15C017,82,15,C
15C002,15C018,97,15,C
15C002,15C019,91,15,C
15C002,15C020,75,15,C
15C002,15C021,83,15,C
15C002,15C022,81,15,C
15C002,15C023,73,15,C
15C002,15C024,90,15,C
15C002,15C025,91,15,C
15C002,15C026,77,15,C
15C002,15C027,77,15,C
15C002,15C028,94,15,C
15C002,15C029,70,15,C
15C002,15C030,90,15,C
15C002,15C031,77,15,C
15C002,15C032,83,15,C
15C002,15C033,97,15,C
15C002,15C034,96,15,C
15C002,15C035,90,15,C
15C002,15C036,71,15,C
15C002,15C037,80,15,C
15C002,15C038,96,15,C
15C002,15C039,84,15,C
15C002,15C040,95,15,C
15C002,15C041,99,15,C
15C002,15C042,87,15,C
15C002,15C043,74,15,C
15C002,15C044,83,15,C
15C002,15C045,93,15,C
15C002,15C046,93,15,C
15C002,15C047,87,15,C
15C002,15C048,87,15,C
15C002,15C049,73,15,C
15C002,15C050,95,15,C
15C003,15C001,73,15,C
15C003,15C002,77,15,C
15C003,15C003,91,15,C
15C003,15C004,80,15,C
15C003,15C005,89,15,C
15C003,15C006,73,15,C
15C003,15C007,75,15,C
15C003,15C008,79,15,C
15C003,15C009,98,15,C
15C003,15C010,90,15,C
15C003,15C011,91,15,C
15C003,15C012,70,15,C
15C003,15C013,77,15,C
15C003,15C014,80,15,C
15C003,15C015,75,15,C
15C003,15C016,70,15,C
15C003,15C017,84,15,C
15C003,15C018,76,15,C
15C003,15C019,88,15,C
15C003,15C020,85,15,C
15C003,15C021,85,15,C
15C003,15C022,75,15,C
15C003,15C023,88,15,C
15C003,15C024,99,15,C
15C003,15C025,81,15,C
15C003,15C026,76,15,C
15C003,15C027,93,15,C
15C003,15C028,92,15,C
15C003,15C029,90,15,C
15C003,15C030,97,15,C
15C003,15C031,89,15,C
15C003,15C032,96,15,C
15C003,15C033,72,15,C
15C003,15C034,81,15,C
15C003,15C035,79,15,C
15C003,15C036,70,15,C
15C003,15C037,96,15,C
15C003,15C038,70,15,C
15C003,15C039,92,15,C
15C003,15C040,76,15,C
15C003,15C041,85,15,C
15C003,15C042,99,15,C
15C003,15C043,77,15,C
15C003,15C044,74,15,C
15C003,15C045,77,15,C
15C003,15C046,85,15,C
15C003,15C047,95,15,C
15C003,15C048,86,15,C
15C003,15C049,77,15,C
15C003,15C050,98,15,C
15C004,15C001,95,15,C
15C004,15C002,96,15,C
15C004,15C003,99,15,C
15C004,15C004,93,15,C
15C004,15C005,88,15,C
15C004,15C006,78,15,C
15C004,15C007,74,15,C
15C004,15C008,94,15,C
15C004,15C009,75,15,C
15C004,15C010,93,15,C
15C004,15C011,92,15,C
15C004,15C012,89,15,C
15C004,15C013,83,15,C
15C004,15C014,95,15,C
15C004,15C015,92,15,C
15C004,15C016,79,15,C
15C004,15C017,94,15,C
15C004,15C018,84,15,C
15C004,15C019,79,15,C
15C004,15C020,85,15,C
15C004,15C021,90,15,C
15C004,15C022,78,15,C
15C004,15C023,91,15,C
15C004,15C024,78,15,C
15C004,15C025,93,15,C
15C004,15C026,90,15,C
15C004,15C027,91,15,C
15C004,15C028,73,15,C
15C004,15C029,99,15,C
15C004,15C030,86,15,C
15C004,15C031,72,15,C
15C004,15C032,85,15,C
15C004,15C033,77,15,C
15C004,15C034,89,15,C
15C004,15C035,94,15,C
15C004,15C036,96,15,C
15C004,15C037,83,15,C
15C004,15C038,79,15,C
15C004,15C039,73,15,C
15C004,15C040,98,15,C
15C004,15C041,81,15,C
15C004,15C042,87,15,C
15C004,15C043,75,15,C
15C004,15C044,79,15,C
15C004,15C045,97,15,C
15C004,15C046,86,15,C
15C004,15C047,80,15,C
15C004,15C048,93,15,C
15C004,15C049,73,15,C
15C004,15C050,97,15,C
15C005,15C001,94,15,C
15C005,15C002,95,15,C
15C005,15C003,71,15,C
15C005,15C004,76,15,C
15C005,15C005,72,15,C
15C005,15C006,78,15,C
15C005,15C007,82,15,C
15C005,15C008,71,15,C
15C005,15C009,95,15,C
15C005,15C010,96,15,C
15C005,15C011,89,15,C
15C005,15C012,97,15,C
15C005,15C013,71,15,C
15C005,15C014,74,15,C
15C005,15C015,85,15,C
15C005,15C016,95,15,C
15C005,15C017,82,15,C
15C005,15C018,88,15,C
15C005,15C019,79,15,C
15C005,15C020,73,15,C
15C005,15C021,98,15,C
15C005,15C022,80,15,C
15C005,15C023,71,15,C
15C005,15C024,91,15,C
15C005,15C025,79,15,C
15C005,15C026,96,15,C
15C005,15C027,99,15,C
15C005,15C028,95,15,C
15C005,15C029,78,15,C
15C005,15C030,89,15,C
15C005,15C031,99,15,C
15C005,15C032,76,15,C
15C005,15C033,72,15,C
15C005,15C034,99,15,C
15C005,15C035,90,15,C
15C005,15C036,91,15,C
15C005,15C037,74,15,C
15C005,15C038,85,15,C
15C005,15C039,75,15,C
15C005,15C040,79,15,C
15C005,15C041,79,15,C
15C005,15C042,76,15,C
15C005,15C043,74,15,C
15C005,15C044,91,15,C
15C005,15C045,72,15,C
15C005,15C046,84,15,C
15C005,15C047,86,15,C
15C005,15C048,88,15,C
15C005,15C049,71,15,C
15C005,15C050,97,15,C
16B101,16B001,0,16,B
16B101,16B007,0,16,B
16B101,16B008,0,16,B
16B101,16B009,0,16,B
16B101,16B010,0,16,B
16B101,16B011,0,16,B
16B101,16B017,0,16,B
16B101,16B018,0,16,B
16B101,16B019,0,16,B
16B101,16B020,0,16,B
16B101,16B021,0,16,B
16B101,16B027,0,16,B
16B101,16B028,0,16,B
16B101,16B029,0,16,B
16B101,16B030,0,16,B
16B101,16B031,0,16,B
16B101,16B037,0,16,B
16B101,16B038,0,16,B
16B101,16B039,0,16,B
16B101,16B040,0,16,B
16B101,16B041,0,16,B
16B101,16B047,0,16,B
16B101,16B048,0,16,B
16B101,16B049,0,16,B
16B101,16B050,0,16,B
16B102,16B001,0,16,B
16B102,16B002,0,16,B
16B102,16B008,0,16,B
16B102,16B009,0,16,B
16B102,16B010,0,16,B
16B102,16B011,0,16,B
16B102,16B012,0,16,B
16B102,16B018,0,16,B
16B102,16B019,0,16,B
16B102,16B020,0,16,B
16B102,16B021,0,16,B
16B102,16B022,0,16,B
16B102,16B028,0,16,B
16B102,16B029,0,16,B
16B102,16B030,0,16,B
16B102,16B031,0,16,B
16B102,16B032,0,16,B
16B102,16B038,0,16,B
16B102,16B039,0,16,B
16B102,16B040,0,16,B
16B102,16B041,0,16,B
16B102,16B042,0,16,B
16B102,16B048,0,16,B
16B102,16B049,0,16,B
16B102,16B050,0,16,B
16B103,16B001,0,16,B
16B103,16B002,0,16,B
16B103,16B003,0,16,B
16B103,16B009,0,16,B
16B103,16B010,0,16,B
16B103,16B011,0,16,B
16B103,16B012,0,16,B
16B103,16B013,0,16,B
16B103,16B019,0,16,B
16B103,16B020,0,16,B
16B103,16B021,0,16,B
16B103,16B022,0,16,B
16B103,16B023,0,16,B
16B103,16B029,0,16,B
16B103,16B030,0,16,B
16B103,16B031,0,16,B
16B103,16B032,0,16,B
16B103,16B033,0,16,B
16B103,16B039,0,16,B
16B103,16B040,0,16,B
16B103,16B041,0,16,B
16B103,16B042,0,16,B
16B103,16B043,0,16,B
16B103,16B049,0,16,B
16B103,16B050,0,16,B
16B104,16B001,0,16,B
16B104,16B002,0,16,B
16B104,16B003,0,16,B
16B104,16B004,0,16,B
16B104,16B010,0,16,B
16B104,16B011,0,16,B
16B104,16B012,0,16,B
16B104,16B013,0,16,B
16B104,16B014,0,16,B
16B104,16B020,0,16,B
16B104,16B021,0,16,B
16B104,16B022,0,16,B
16B104,16B023,0,16,B
16B104,16B024,0,16,B
16B104,16B030,0,16,B
16B104,16B031,0,16,B
16B104,16B032,0,16,B
16B104,16B033,0,16,B
16B104,16B034,0,16,B
16B104,16B040,0,16,B
16B104,16B041,0,16,B
16B104,16B042,0,16,B
16B104,16B043,0,16,B
16B104,16B044,0,16,B
16B104,16B050,0,16,B
16B105,16B001,0,16,B
16B105,16B002,0,16,B
16B105,16B003,0,16,B
16B105,16B004,0,16,B
16B105,16B005,0,16,B
16B105,16B011,0,16,B
16B105,16B012,0,16,B
16B105,16B013,0,16,B
16B105,16B014,0,16,B
16B105,16B015,0,16,B
16B105,16B021,0,16,B
16B105,16B022,0,16,B
16B105,16B023,0,16,B
16B105,16B024,0,16,B
16B105,16B025,0,16,B
16B105,16B031,0,16,B
16B105,16B032,0,16,B
16B105,16B033,0,16,B
16B105,16B034,0,16,B
16B105,16B035,0,16,B
16B105,16B041,0,16,B
16B105,16B042,0,16,B
16B105,16B043,0,16,B
16B105,16B044,0,16,B
16B105,16B045,0,16,B
16B106,16B002,0,16,B
16B106,16B003,0,16,B
16B106,16B004,0,16,B
16B106,16B005,0,16,B
16B106,16B006,0,16,B
16B106,16B012,0,16,B
16B106,16B013,0,16,B
16B106,16B014,0,16,B
16B106,16B015,0,16,B
16B106,16B016,0,16,B
16B106,16B022,0,16,B
16B106,16B023,0,16,B
16B106,16B024,0,16,B
16B106,16B025,0,16,B
16B106,16B026,0,16,B
16B106,16B032,0,16,B
16B106,16B033,0,16,B
16B106,16B034,0,16,B
16B106,16B035,0,16,B
16B106,16B036,0,16,B
16B106,16B042,0,16,B
16B106,16B043,0,16,B
16B106,16B044,0,16,B
16B106,16B045,0,16,B
16B106,16B046,0,16,B
16B107,16B003,0,16,B
16B107,16B004,0,16,B
16B107,16B005,0,16,B
16B107,16B006,0,16,B
16B107,16B007,0,16,B
16B107,16B013,0,16,B
16B107,16B014,0,16,B
16B107,16B015,0,16,B
16B107,16B016,0,16,B
16B107,16B017,0,16,B
16B107,16B023,0,16,B
16B107,16B024,0,16,B
16B107,16B025,0,16,B
16B107,16B026,0,16,B
16B107,16B027,0,16,B
16B107,16B033,0,16,B
16B107,16B034,0,16,B
16B107,16B035,0,16,B
16B107,16B036,0,16,B
16B107,16B037,0,16,B
16B107,16B043,0,16,B
16B107,16B044,0,16,B
16B107,16B045,0,16,B
16B107,16B046,0,16,B
16B107,16B047,0,16,B
16B108,16B004,0,16,B
16B108,16B005,0,16,B
16B108,16B006,0,16,B
16B108,16B007,0,16,B
16B108,16B008,0,16,B
16B108,16B014,0,16,B
16B108,16B015,0,16,B
16B108,16B016,0,16,B
16B108,16B017,0,16,B
16B108,16B018,0,16,B
16B108,16B024,0,16,B
16B108,16B025,0,16,B
16B108,16B026,0,16,B
16B108,16B027,0,16,B
16B108,16B028,0,16,B
16B108,16B034,0,16,B
16B108,16B035,0,16,B
16B108,16B036,0,16,B
16B108,16B037,0,16,B
16B108,16B038,0,16,B
16B108,16B044,0,16,B
16B108,16B045,0,16,B
16B108,16B046,0,16,B
16B108,16B047,0,16,B
16B108,16B048,0,16,B
16B109,16B005,0,16,B
16B109,16B006,0,16,B
16B109,16B007,0,16,B
16B109,16B008,0,16,B
16B109,16B009,0,16,B
16B109,16B015,0,16,B
16B109,16B016,0,16,B
16B109,16B017,0,16,B
16B109,16B018,0,16,B
16B109,16B019,0,16,B
16B109,16B025,0,16,B
16B109,16B026,0,16,B
16B109,16B027,0,16,B
16B109,16B028,0,16,B
16B109,16B029,0,16,B
16B109,16B035,0,16,B
16B109,16B036,0,16,B
16B109,16B037,0,16,B
16B109,16B038,0,16,B
16B109,16B039,0,16,B
16B109,16B045,0,16,B
16B109,16B046,0,16,B
16B109,16B047,0,16,B
16B109,16B048,0,16,B
16B109,16B049,0,16,B
16B110,16B006,0,16,B
16B110,16B007,0,16,B
16B110,16B008,0,16,B
16B110,16B009,0,16,B
16B110,16B010,0,16,B
16B110,16B016,0,16,B
16B110,16B017,0,16,B
16B110,16B018,0,16,B
16B110,16B019,0,16,B
16B110,16B020,0,16,B
16B110,16B026,0,16,B
16B110,16B027,0,16,B
16B110,16B028,0,16,B
16B110,16B029,0,16,B
16B110,16B030,0,16,B
16B110,16B036,0,16,B
16B110,16B037,0,16,B
16B110,16B038,0,16,B
16B110,16B039,0,16,B
16B110,16B040,0,16,B
16B110,16B046,0,16,B
16B110,16B047,0,16,B
16B110,16B048,0,16,B
16B110,16B049,0,16,B
16B110,16B050,0,16,B
16C101,16C001,0,16,C
16C101,16C002,0,16,C
16C101,16C004,0,16,C
16C101,16C006,0,16,C
16C101,16C008,0,16,C
16C101,16C010,0,16,C
16C101,16C012,0,16,C
16C101,16C014,0,16,C
16C101,16C016,0,16,C
16C101,16C018,0,16,C
16C101,16C020,0,16,C
16C101,16C022,0,16,C
16C101,16C024,0,16,C
16C101,16C026,0,16,C
16C101,16C028,0,16,C
16C101,16C030,0,16,C
16C101,16C032,0,16,C
16C101,16C034,0,16,C
16C101,16C036,0,16,C
16C101,16C038,0,16,C
16C101,16C040,0,16,C
16C101,16C042,0,16,C
16C101,16C044,0,16,C
16C101,16C046,0,16,C
16C101,16C048,0,16,C
16C101,16C050,0,16,C
16C102,16C001,0,16,C
16C102,16C003,0,16,C
16C102,16C005,0,16,C
16C102,16C007,0,16,C
16C102,16C009,0,16,C
16C102,16C011,0,16,C
16C102,16C013,0,16,C
16C102,16C015,0,16,C
16C102,16C017,0,16,C
16C102,16C019,0,16,C
16C102,16C021,0,16,C
16C102,16C023,0,16,C
16C102,16C025,0,16,C
16C102,16C027,0,16,C
16C102,16C029,0,16,C
16C102,16C031,0,16,C
16C102,16C033,0,16,C
16C102,16C035,0,16,C
16C102,16C037,0,16,C
16C102,16C039,0,16,C
16C102,16C041,0,16,C
16C102,16C043,0,16,C
16C102,16C045,0,16,C
16C102,16C047,0,16,C
16C102,16C049,0,16,C
16C103,16C003,0,16,C
16C103,16C006,0,16,C
16C103,16C009,0,16,C
16C103,16C012,0,16,C
16C103,16C015,0,16,C
16C103,16C018,0,16,C
16C103,16C021,0,16,C
16C103,16C024,0,16,C
16C103,16C027,0,16,C
16C103,16C030,0,16,C
16C103,16C033,0,16,C
16C103,16C036,0,16,C
16C103,16C039,0,16,C
16C103,16C042,0,16,C
16C103,16C045,0,16,C
16C103,16C048,0,16,C
16C104,16C002,0,16,C
16C104,16C004,0,16,C
16C104,16C007,0,16,C
16C104,16C010,0,16,C
16C104,16C012,0,16,C
16C104,16C013,0,16,C
16C104,16C016,0,16,C
16C104,16C018,0,16,C
16C104,16C022,0,16,C
16C104,16C024,0,16,C
16C104,16C025,0,16,C
16C104,16C028,0,16,C
16C104,16C031,0,16,C
16C104,16C034,0,16,C
16C104,16C036,0,16,C
16C104,16C037,0,16,C
16C104,16C040,0,16,C
16C104,16C043,0,16,C
16C104,16C046,0,16,C
16C104,16C048,0,16,C
16C104,16C049,0,16,C
16C105,16C001,0,16,C
16C105,16C002,0,16,C
16C105,16C005,0,16,C
16C105,16C006,0,16,C
16C105,16C008,0,16,C
16C105,16C009,0,16,C
16C105,16C011,0,16,C
16C105,16C014,0,16,C
16C105,16C015,0,16,C
16C105,16C017,0,16,C
16C105,16C020,0,16,C
16C105,16C021,0,16,C
16C105,16C023,0,16,C
16C105,16C026,0,16,C
16C105,16C027,0,16,C
16C105,16C029,0,16,C
16C105,16C030,0,16,C
16C105,16C032,0,16,C
16C105,16C033,0,16,C
16C105,16C035,0,16,C
16C105,16C038,0,16,C
16C105,16C039,0,16,C
16C105,16C041,0,16,C
16C105,16C042,0,16,C
16C105,16C044,0,16,C
16C105,16C045,0,16,C
16C105,16C047,0,16,C
16C105,16C050,0,16,C
16C106,16C003,0,16,C
16C106,16C004,0,16,C
16C106,16C007,0,16,C
16C106,16C010,0,16,C
16C106,16C013,0,16,C
16C106,16C014,0,16,C
16C106,16C016,0,16,C
16C106,16C019,0,16,C
16C106,16C022,0,16,C
16C106,16C025,0,16,C
16C106,16C026,0,16,C
16C106,16C028,0,16,C
16C106,16C031,0,16,C
16C106,16C034,0,16,C
16C106,16C037,0,16,C
16C106,16C038,0,16,C
16C106,16C040,0,16,C
16C106,16C043,0,16,C
16C106,16C046,0,16,C
16C106,16C049,0,16,C
16C106,16C050,0,16,C
16C107,16C001,0,16,C
16C107,16C004,0,16,C
16C107,16C005,0,16,C
16C107,16C008,0,16,C
16C107,16C009,0,16,C
16C107,16C011,0,16,C
16C107,16C013,0,16,C
16C107,16C015,0,16,C
16C107,16C017,0,16,C
16C107,16C018,0,16,C
16C107,16C020,0,16,C
16C107,16C021,0,16,C
16C107,16C023,0,16,C
16C107,16C024,0,16,C
16C107,16C026,0,16,C
16C107,16C029,0,16,C
16C107,16C030,0,16,C
16C107,16C032,0,16,C
16C107,16C033,0,16,C
16C107,16C035,0,16,C
16C107,16C036,0,16,C
16C107,16C038,0,16,C
16C107,16C041,0,16,C
16C107,16C042,0,16,C
16C107,16C044,0,16,C
16C107,16C045,0,16,C
16C107,16C047,0,16,C
16C107,16C048,0,16,C
16C107,16C050,0,16,C
16C108,16C003,0,16,C
16C108,16C005,0,16,C
16C108,16C007,0,16,C
16C108,16C009,0,16,C
16C108,16C011,0,16,C
16C108,16C014,0,16,C
16C108,16C016,0,16,C
16C108,16C019,0,16,C
16C108,16C020,0,16,C
16C108,16C022,0,16,C
16C108,16C025,0,16,C
16C108,16C027,0,16,C
16C108,16C029,0,16,C
16C108,16C031,0,16,C
16C108,16C033,0,16,C
16C108,16C035,0,16,C
16C108,16C037,0,16,C
16C108,16C039,0,16,C
16C108,16C041,0,16,C
16C108,16C043,0,16,C
16C108,16C045,0,16,C
16C108,16C047,0,16,C
16C108,16C049,0,16,C
16C109,16C001,0,16,C
16C109,16C002,0,16,C
16C109,16C004,0,16,C
16C109,16C006,0,16,C
16C109,16C007,0,16,C
16C109,16C008,0,16,C
16C109,16C010,0,16,C
16C109,16C012,0,16,C
16C109,16C013,0,16,C
16C109,16C015,0,16,C
16C109,16C017,0,16,C
16C109,16C018,0,16,C
16C109,16C019,0,16,C
16C109,16C021,0,16,C
16C109,16C023,0,16,C
16C109,16C024,0,16,C
16C109,16C026,0,16,C
16C109,16C028,0,16,C
16C109,16C029,0,16,C
16C109,16C031,0,16,C
16C109,16C032,0,16,C
16C109,16C034,0,16,C
16C109,16C036,0,16,C
16C109,16C038,0,16,C
16C109,16C040,0,16,C
16C109,16C041,0,16,C
16C109,16C043,0,16,C
16C109,16C044,0,16,C
16C109,16C046,0,16,C
16C109,16C048,0,16,C
16C109,16C050,0,16,C
16C110,16C002,0,16,C
16C110,16C003,0,16,C
16C110,16C005,0,16,C
16C110,16C006,0,16,C
16C110,16C008,0,16,C
16C110,16C010,0,16,C
16C110,16C011,0,16,C
16C110,16C012,0,16,C
16C110,16C014,0,16,C
16C110,16C016,0,16,C
16C110,16C017,0,16,C
16C110,16C019,0,16,C
16C110,16C020,0,16,C
16C110,16C022,0,16,C
16C110,16C023,0,16,C
16C110,16C025,0,16,C
16C110,16C027,0,16,C
16C110,16C028,0,16,C
16C110,16C030,0,16,C
16C110,16C032,0,16,C
16C110,16C034,0,16,C
16C110,16C035,0,16,C
16C110,16C037,0,16,C
16C110,16C039,0,16,C
16C110,16C040,0,16,C
16C110,16C042,0,16,C
16C110,16C044,0,16,C
16C110,16C046,0,16,C
16C110,16C047,0,16,C
16C110,16C049,0,16,C
A1800001,202200000003,71,18,A
A1800001,202200000021,81,18,A
A1800001,202200000024,81,18,A
A1800001,202200000027,81,18,A
A1800001,202200000030,81,18,A
A1800001,202200000033,81,18,A
A1800001,202300000001,91,18,A
A1800001,202300000004,91,18,A
A1800001,202300000007,91,18,A
A1800001,202300000010,91,18,A
A1800001,202300000013,91,18,A
A1800001,202300000031,76,18,A
A1800001,202300000034,76,18,A
A1800001,202300000037,76,18,A
A1800001,202300000040,76,18,A
A1800001,202300000043,76,18,A
A1800001,202400000011,86,18,A
A1800001,202400000014,86,18,A
A1800001,202400000017,86,18,A
A1800001,202400000020,86,18,A
A1800001,202400000023,86,18,A
A1800001,202400000041,71,18,A
A1800001,202400000044,71,18,A
A1800001,202400000047,71,18,A
A1800001,202400000050,71,18,A
A1800002,202200000003,72,18,A
A1800002,202200000006,72,18,A
A1800002,202200000024,82,18,A
A1800002,202200000027,82,18,A
A1800002,202200000030,82,18,A
A1800002,202200000033,82,18,A
A1800002,202200000036,82,18,A
A1800002,202300000004,92,18,A
A1800002,202300000007,92,18,A
A1800002,202300000010,92,18,A
A1800002,202300000013,92,18,A
A1800002,202300000016,92,18,A
A1800002,202300000034,77,18,A
A1800002,202300000037,77,18,A
A1800002,202300000040,77,18,A
A1800002,202300000043,77,18,A
A1800002,202300000046,77,18,A
A1800002,202400000014,87,18,A
A1800002,202400000017,87,18,A
A1800002,202400000020,87,18,A
A1800002,202400000023,87,18,A
A1800002,202400000026,87,18,A
A1800002,202400000044,72,18,A
A1800002,202400000047,72,18,A
A1800002,202400000050,72,18,A
A1800003,202200000003,73,18,A
A1800003,202200000006,73,18,A
A1800003,202200000009,73,18,A
A1800003,202200000027,83,18,A
A1800003,202200000030,83,18,A
A1800003,202200000033,83,18,A
A1800003,202200000036,83,18,A
A1800003,202200000039,83,18,A
A1800003,202300000007,93,18,A
A1800003,202300000010,93,18,A
A1800003,202300000013,93,18,A
A1800003,202300000016,93,18,A
A1800003,202300000019,93,18,A
A1800003,202300000037,78,18,A
A1800003,202300000040,78,18,A
A1800003,202300000043,78,18,A
